Timestamp,FewShot_Count,Order_Strategy,Original_Individual,New_Individual,Original_Macro_F1,New_Macro_F1
2026-03-10 17:17:55,10,group_bug_feature_question,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]","[10, 102, 129, 148, 120, 340, 55, 118, 321, 381]",0.6672236145920357,0.6417989417989418
2026-03-10 17:18:14,10,group_bug_question_feature,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]","[10, 102, 129, 148, 55, 118, 321, 381, 120, 340]",0.6672236145920357,0.6385026737967915
2026-03-10 17:18:32,10,group_feature_bug_question,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]","[120, 340, 10, 102, 129, 148, 55, 118, 321, 381]",0.6672236145920357,0.6513098464317976
2026-03-10 17:18:50,10,group_feature_question_bug,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]","[120, 340, 55, 118, 321, 381, 10, 102, 129, 148]",0.6672236145920357,0.6309941520467836
2026-03-10 17:19:08,10,group_question_bug_feature,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]","[55, 118, 321, 381, 10, 102, 129, 148, 120, 340]",0.6672236145920357,0.6385026737967915
2026-03-10 17:19:25,10,group_question_feature_bug,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]","[55, 118, 321, 381, 120, 340, 10, 102, 129, 148]",0.6672236145920357,0.6494634169052774
2026-03-10 17:19:59,10,long_to_short,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]","[321, 120, 55, 148, 340, 102, 10, 129, 118, 381]",0.6672236145920357,0.6584565990138745
2026-03-10 17:19:43,10,short_to_long,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]","[381, 118, 129, 10, 102, 340, 148, 55, 120, 321]",0.6672236145920357,0.6567067463460292
2026-03-10 17:17:54,12,group_bug_feature_question,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]","[22, 266, 301, 376, 76, 226, 254, 0, 55, 181, 220, 295]",0.626984126984127,0.695450885668277
2026-03-10 17:18:13,12,group_bug_question_feature,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]","[22, 266, 301, 376, 0, 55, 181, 220, 295, 76, 226, 254]",0.626984126984127,0.6575858250276855
2026-03-10 17:18:31,12,group_feature_bug_question,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]","[76, 226, 254, 22, 266, 301, 376, 0, 55, 181, 220, 295]",0.626984126984127,0.7092609771181199
2026-03-10 17:18:50,12,group_feature_question_bug,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]","[76, 226, 254, 0, 55, 181, 220, 295, 22, 266, 301, 376]",0.626984126984127,0.6847674742411584
2026-03-10 17:19:06,12,group_question_bug_feature,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]","[0, 55, 181, 220, 295, 22, 266, 301, 376, 76, 226, 254]",0.626984126984127,0.6325173190530834
2026-03-10 17:19:24,12,group_question_feature_bug,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]","[0, 55, 181, 220, 295, 76, 226, 254, 22, 266, 301, 376]",0.626984126984127,0.5320191158900837
2026-03-10 17:19:56,12,long_to_short,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]","[301, 55, 295, 22, 0, 266, 254, 376, 76, 181, 220, 226]",0.626984126984127,0.7146018198649777
2026-03-10 17:19:40,12,short_to_long,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]","[226, 220, 181, 76, 376, 254, 266, 0, 22, 295, 55, 301]",0.626984126984127,0.6698412698412698
