Timestamp,FewShot_Count,Order_Strategy,Original_Individual,Original_Accuracy,New_Individual,New_Accuracy
2026-03-10 18:13:37.673350,10,group_bug_feature_question,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]",0.4285714285714285,"[10, 102, 129, 148, 120, 340, 55, 118, 321, 381]",0.4897959183673469
2026-03-10 18:13:37.811611,8,group_bug_feature_question,"[83, 182, 190, 203, 221, 249, 367, 378]",0.4693877551020408,"[83, 190, 203, 249, 367, 182, 221, 378]",0.5714285714285714
2026-03-10 18:13:37.865182,16,group_bug_feature_question,"[28, 29, 36, 40, 66, 76, 83, 111, 122, 138, 167, 185, 201, 265, 301, 321]",0.4693877551020408,"[40, 83, 122, 167, 265, 301, 28, 76, 201, 29, 36, 66, 111, 138, 185, 321]",0.5102040816326531
2026-03-10 18:13:38.415955,12,group_bug_feature_question,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]",0.6326530612244898,"[22, 266, 301, 376, 76, 226, 254, 0, 55, 181, 220, 295]",0.5102040816326531
2026-03-10 18:13:39.510837,6,group_bug_feature_question,"[7, 59, 156, 215, 221, 279]",0.4897959183673469,"[7, 59, 156, 215, 221, 279]",0.4897959183673469
2026-03-10 18:13:39.870982,24,group_bug_feature_question,"[25, 33, 59, 61, 74, 88, 102, 110, 112, 155, 156, 167, 196, 231, 262, 326, 327, 342, 351, 360, 362, 369, 372, 379]",0.4489795918367347,"[59, 88, 102, 110, 167, 196, 342, 360, 379, 33, 61, 74, 156, 262, 25, 112, 155, 231, 326, 327, 351, 362, 369, 372]",0.6326530612244898
2026-03-10 18:13:40.609600,32,group_bug_feature_question,"[21, 34, 38, 52, 64, 76, 93, 103, 112, 118, 131, 149, 152, 171, 183, 185, 206, 214, 230, 260, 272, 275, 276, 277, 318, 330, 335, 345, 357, 381, 382, 385]",0.5102040816326531,"[34, 52, 93, 131, 149, 152, 214, 260, 276, 277, 357, 385, 64, 76, 183, 230, 272, 330, 21, 38, 103, 112, 118, 171, 185, 206, 275, 318, 335, 345, 381, 382]",0.3673469387755102
2026-03-10 18:13:41.463444,20,group_bug_feature_question,"[46, 50, 52, 69, 70, 97, 120, 168, 208, 209, 233, 244, 253, 256, 287, 296, 305, 337, 339, 345]",0.4693877551020408,"[46, 52, 69, 97, 208, 296, 337, 70, 120, 233, 256, 50, 168, 209, 244, 253, 287, 305, 339, 345]",0.4693877551020408
2026-03-10 18:13:57.076665,10,group_bug_question_feature,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]",0.4285714285714285,"[10, 102, 129, 148, 55, 118, 321, 381, 120, 340]",0.3877551020408163
2026-03-10 18:13:57.177974,8,group_bug_question_feature,"[83, 182, 190, 203, 221, 249, 367, 378]",0.4693877551020408,"[83, 190, 203, 182, 221, 378, 249, 367]",0.4897959183673469
2026-03-10 18:13:57.213443,16,group_bug_question_feature,"[28, 29, 36, 40, 66, 76, 83, 111, 122, 138, 167, 185, 201, 265, 301, 321]",0.4693877551020408,"[40, 83, 122, 167, 265, 301, 29, 36, 66, 111, 138, 185, 321, 28, 76, 201]",0.3673469387755102
2026-03-10 18:13:57.262012,12,group_bug_question_feature,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]",0.6326530612244898,"[22, 266, 301, 376, 0, 55, 181, 220, 295, 76, 226, 254]",0.4897959183673469
2026-03-10 18:13:59.198459,6,group_bug_question_feature,"[7, 59, 156, 215, 221, 279]",0.4897959183673469,"[7, 59, 221, 279, 156, 215]",0.4285714285714285
2026-03-10 18:13:59.699502,24,group_bug_question_feature,"[25, 33, 59, 61, 74, 88, 102, 110, 112, 155, 156, 167, 196, 231, 262, 326, 327, 342, 351, 360, 362, 369, 372, 379]",0.4489795918367347,"[59, 88, 102, 110, 167, 196, 342, 360, 379, 25, 112, 155, 231, 326, 327, 351, 362, 369, 372, 33, 61, 74, 156, 262]",0.3265306122448979
2026-03-10 18:14:00.933943,20,group_bug_question_feature,"[46, 50, 52, 69, 70, 97, 120, 168, 208, 209, 233, 244, 253, 256, 287, 296, 305, 337, 339, 345]",0.4693877551020408,"[46, 52, 69, 97, 208, 296, 337, 50, 168, 209, 244, 253, 287, 305, 339, 345, 70, 120, 233, 256]",0.3469387755102041
2026-03-10 18:14:02.039918,32,group_bug_question_feature,"[21, 34, 38, 52, 64, 76, 93, 103, 112, 118, 131, 149, 152, 171, 183, 185, 206, 214, 230, 260, 272, 275, 276, 277, 318, 330, 335, 345, 357, 381, 382, 385]",0.5102040816326531,"[34, 52, 93, 131, 149, 152, 214, 260, 276, 277, 357, 385, 21, 38, 103, 112, 118, 171, 185, 206, 275, 318, 335, 345, 381, 382, 64, 76, 183, 230, 272, 330]",0.3673469387755102
2026-03-10 18:14:15.099293,16,group_feature_bug_question,"[28, 29, 36, 40, 66, 76, 83, 111, 122, 138, 167, 185, 201, 265, 301, 321]",0.4693877551020408,"[28, 76, 201, 40, 83, 122, 167, 265, 301, 29, 36, 66, 111, 138, 185, 321]",0.3673469387755102
2026-03-10 18:14:15.101514,12,group_feature_bug_question,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]",0.6326530612244898,"[76, 226, 254, 22, 266, 301, 376, 0, 55, 181, 220, 295]",0.4693877551020408
2026-03-10 18:14:16.223932,6,group_feature_bug_question,"[7, 59, 156, 215, 221, 279]",0.4897959183673469,"[156, 215, 7, 59, 221, 279]",0.3877551020408163
2026-03-10 18:14:17.104116,8,group_feature_bug_question,"[83, 182, 190, 203, 221, 249, 367, 378]",0.4693877551020408,"[249, 367, 83, 190, 203, 182, 221, 378]",0.5714285714285714
2026-03-10 18:14:17.198142,10,group_feature_bug_question,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]",0.4285714285714285,"[120, 340, 10, 102, 129, 148, 55, 118, 321, 381]",0.4081632653061224
2026-03-10 18:14:18.874289,20,group_feature_bug_question,"[46, 50, 52, 69, 70, 97, 120, 168, 208, 209, 233, 244, 253, 256, 287, 296, 305, 337, 339, 345]",0.4693877551020408,"[70, 120, 233, 256, 46, 52, 69, 97, 208, 296, 337, 50, 168, 209, 244, 253, 287, 305, 339, 345]",0.4081632653061224
2026-03-10 18:14:18.875236,24,group_feature_bug_question,"[25, 33, 59, 61, 74, 88, 102, 110, 112, 155, 156, 167, 196, 231, 262, 326, 327, 342, 351, 360, 362, 369, 372, 379]",0.4489795918367347,"[33, 61, 74, 156, 262, 59, 88, 102, 110, 167, 196, 342, 360, 379, 25, 112, 155, 231, 326, 327, 351, 362, 369, 372]",0.2653061224489796
2026-03-10 18:14:21.153817,32,group_feature_bug_question,"[21, 34, 38, 52, 64, 76, 93, 103, 112, 118, 131, 149, 152, 171, 183, 185, 206, 214, 230, 260, 272, 275, 276, 277, 318, 330, 335, 345, 357, 381, 382, 385]",0.5102040816326531,"[64, 76, 183, 230, 272, 330, 34, 52, 93, 131, 149, 152, 214, 260, 276, 277, 357, 385, 21, 38, 103, 112, 118, 171, 185, 206, 275, 318, 335, 345, 381, 382]",0.2040816326530612
2026-03-10 18:14:32.570029,12,group_feature_question_bug,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]",0.6326530612244898,"[76, 226, 254, 0, 55, 181, 220, 295, 22, 266, 301, 376]",0.5306122448979592
2026-03-10 18:14:32.570120,16,group_feature_question_bug,"[28, 29, 36, 40, 66, 76, 83, 111, 122, 138, 167, 185, 201, 265, 301, 321]",0.4693877551020408,"[28, 76, 201, 29, 36, 66, 111, 138, 185, 321, 40, 83, 122, 167, 265, 301]",0.4489795918367347
2026-03-10 18:14:33.848931,6,group_feature_question_bug,"[7, 59, 156, 215, 221, 279]",0.4897959183673469,"[156, 215, 221, 279, 7, 59]",0.4693877551020408
2026-03-10 18:14:34.194775,8,group_feature_question_bug,"[83, 182, 190, 203, 221, 249, 367, 378]",0.4693877551020408,"[249, 367, 182, 221, 378, 83, 190, 203]",0.4489795918367347
2026-03-10 18:14:36.128303,10,group_feature_question_bug,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]",0.4285714285714285,"[120, 340, 55, 118, 321, 381, 10, 102, 129, 148]",0.4897959183673469
2026-03-10 18:14:38.487288,24,group_feature_question_bug,"[25, 33, 59, 61, 74, 88, 102, 110, 112, 155, 156, 167, 196, 231, 262, 326, 327, 342, 351, 360, 362, 369, 372, 379]",0.4489795918367347,"[33, 61, 74, 156, 262, 25, 112, 155, 231, 326, 327, 351, 362, 369, 372, 59, 88, 102, 110, 167, 196, 342, 360, 379]",0.4489795918367347
2026-03-10 18:14:40.088957,20,group_feature_question_bug,"[46, 50, 52, 69, 70, 97, 120, 168, 208, 209, 233, 244, 253, 256, 287, 296, 305, 337, 339, 345]",0.4693877551020408,"[70, 120, 233, 256, 50, 168, 209, 244, 253, 287, 305, 339, 345, 46, 52, 69, 97, 208, 296, 337]",0.4489795918367347
2026-03-10 18:14:41.044259,32,group_feature_question_bug,"[21, 34, 38, 52, 64, 76, 93, 103, 112, 118, 131, 149, 152, 171, 183, 185, 206, 214, 230, 260, 272, 275, 276, 277, 318, 330, 335, 345, 357, 381, 382, 385]",0.5102040816326531,"[64, 76, 183, 230, 272, 330, 21, 38, 103, 112, 118, 171, 185, 206, 275, 318, 335, 345, 381, 382, 34, 52, 93, 131, 149, 152, 214, 260, 276, 277, 357, 385]",0.3877551020408163
2026-03-10 18:14:50.776081,6,group_question_bug_feature,"[7, 59, 156, 215, 221, 279]",0.4897959183673469,"[221, 279, 7, 59, 156, 215]",0.4693877551020408
2026-03-10 18:14:51.318156,16,group_question_bug_feature,"[28, 29, 36, 40, 66, 76, 83, 111, 122, 138, 167, 185, 201, 265, 301, 321]",0.4693877551020408,"[29, 36, 66, 111, 138, 185, 321, 40, 83, 122, 167, 265, 301, 28, 76, 201]",0.4081632653061224
2026-03-10 18:14:51.486611,12,group_question_bug_feature,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]",0.6326530612244898,"[0, 55, 181, 220, 295, 22, 266, 301, 376, 76, 226, 254]",0.4081632653061224
2026-03-10 18:14:53.048328,8,group_question_bug_feature,"[83, 182, 190, 203, 221, 249, 367, 378]",0.4693877551020408,"[182, 221, 378, 83, 190, 203, 249, 367]",0.5510204081632653
2026-03-10 18:14:53.983148,10,group_question_bug_feature,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]",0.4285714285714285,"[55, 118, 321, 381, 10, 102, 129, 148, 120, 340]",0.5102040816326531
2026-03-10 18:14:57.744448,24,group_question_bug_feature,"[25, 33, 59, 61, 74, 88, 102, 110, 112, 155, 156, 167, 196, 231, 262, 326, 327, 342, 351, 360, 362, 369, 372, 379]",0.4489795918367347,"[25, 112, 155, 231, 326, 327, 351, 362, 369, 372, 59, 88, 102, 110, 167, 196, 342, 360, 379, 33, 61, 74, 156, 262]",0.2857142857142857
2026-03-10 18:14:58.058042,20,group_question_bug_feature,"[46, 50, 52, 69, 70, 97, 120, 168, 208, 209, 233, 244, 253, 256, 287, 296, 305, 337, 339, 345]",0.4693877551020408,"[50, 168, 209, 244, 253, 287, 305, 339, 345, 46, 52, 69, 97, 208, 296, 337, 70, 120, 233, 256]",0.4081632653061224
2026-03-10 18:14:59.011846,32,group_question_bug_feature,"[21, 34, 38, 52, 64, 76, 93, 103, 112, 118, 131, 149, 152, 171, 183, 185, 206, 214, 230, 260, 272, 275, 276, 277, 318, 330, 335, 345, 357, 381, 382, 385]",0.5102040816326531,"[21, 38, 103, 112, 118, 171, 185, 206, 275, 318, 335, 345, 381, 382, 34, 52, 93, 131, 149, 152, 214, 260, 276, 277, 357, 385, 64, 76, 183, 230, 272, 330]",0.2448979591836734
2026-03-10 18:15:07.280311,6,group_question_feature_bug,"[7, 59, 156, 215, 221, 279]",0.4897959183673469,"[221, 279, 156, 215, 7, 59]",0.5306122448979592
2026-03-10 18:15:07.981073,12,group_question_feature_bug,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]",0.6326530612244898,"[0, 55, 181, 220, 295, 76, 226, 254, 22, 266, 301, 376]",0.4489795918367347
2026-03-10 18:15:08.900303,16,group_question_feature_bug,"[28, 29, 36, 40, 66, 76, 83, 111, 122, 138, 167, 185, 201, 265, 301, 321]",0.4693877551020408,"[29, 36, 66, 111, 138, 185, 321, 28, 76, 201, 40, 83, 122, 167, 265, 301]",0.4285714285714285
2026-03-10 18:15:10.865942,8,group_question_feature_bug,"[83, 182, 190, 203, 221, 249, 367, 378]",0.4693877551020408,"[182, 221, 378, 249, 367, 83, 190, 203]",0.5510204081632653
2026-03-10 18:15:11.467724,10,group_question_feature_bug,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]",0.4285714285714285,"[55, 118, 321, 381, 120, 340, 10, 102, 129, 148]",0.4693877551020408
2026-03-10 18:15:15.573206,20,group_question_feature_bug,"[46, 50, 52, 69, 70, 97, 120, 168, 208, 209, 233, 244, 253, 256, 287, 296, 305, 337, 339, 345]",0.4693877551020408,"[50, 168, 209, 244, 253, 287, 305, 339, 345, 70, 120, 233, 256, 46, 52, 69, 97, 208, 296, 337]",0.3265306122448979
2026-03-10 18:15:15.936212,24,group_question_feature_bug,"[25, 33, 59, 61, 74, 88, 102, 110, 112, 155, 156, 167, 196, 231, 262, 326, 327, 342, 351, 360, 362, 369, 372, 379]",0.4489795918367347,"[25, 112, 155, 231, 326, 327, 351, 362, 369, 372, 33, 61, 74, 156, 262, 59, 88, 102, 110, 167, 196, 342, 360, 379]",0.4693877551020408
2026-03-10 18:15:16.500617,32,group_question_feature_bug,"[21, 34, 38, 52, 64, 76, 93, 103, 112, 118, 131, 149, 152, 171, 183, 185, 206, 214, 230, 260, 272, 275, 276, 277, 318, 330, 335, 345, 357, 381, 382, 385]",0.5102040816326531,"[21, 38, 103, 112, 118, 171, 185, 206, 275, 318, 335, 345, 381, 382, 64, 76, 183, 230, 272, 330, 34, 52, 93, 131, 149, 152, 214, 260, 276, 277, 357, 385]",0.4489795918367347
2026-03-10 18:15:23.298108,6,short_to_long,"[7, 59, 156, 215, 221, 279]",0.4897959183673469,"[7, 59, 156, 215, 279, 221]",0.5306122448979592
2026-03-10 18:15:25.256376,12,short_to_long,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]",0.6326530612244898,"[226, 220, 181, 76, 376, 254, 266, 0, 22, 295, 55, 301]",0.4897959183673469
2026-03-10 18:15:26.439261,16,short_to_long,"[28, 29, 36, 40, 66, 76, 83, 111, 122, 138, 167, 185, 201, 265, 301, 321]",0.4693877551020408,"[28, 83, 111, 138, 76, 66, 167, 40, 185, 122, 29, 201, 36, 265, 301, 321]",0.3877551020408163
2026-03-10 18:15:28.139543,10,short_to_long,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]",0.4285714285714285,"[381, 118, 129, 10, 102, 340, 148, 55, 120, 321]",0.6122448979591837
2026-03-10 18:15:28.430230,8,short_to_long,"[83, 182, 190, 203, 221, 249, 367, 378]",0.4693877551020408,"[190, 83, 203, 378, 367, 182, 221, 249]",0.4897959183673469
2026-03-10 18:15:32.163994,20,short_to_long,"[46, 50, 52, 69, 70, 97, 120, 168, 208, 209, 233, 244, 253, 256, 287, 296, 305, 337, 339, 345]",0.4693877551020408,"[253, 296, 69, 287, 97, 168, 244, 256, 208, 52, 50, 46, 345, 209, 337, 70, 339, 233, 305, 120]",0.4285714285714285
2026-03-10 18:15:33.941081,32,short_to_long,"[21, 34, 38, 52, 64, 76, 93, 103, 112, 118, 131, 149, 152, 171, 183, 185, 206, 214, 230, 260, 272, 275, 276, 277, 318, 330, 335, 345, 357, 381, 382, 385]",0.5102040816326531,"[381, 38, 275, 118, 93, 385, 131, 277, 382, 330, 230, 76, 149, 272, 185, 206, 214, 357, 112, 335, 276, 260, 52, 103, 183, 152, 345, 21, 318, 34, 171, 64]",0.5714285714285714
2026-03-10 18:15:33.944157,24,short_to_long,"[25, 33, 59, 61, 74, 88, 102, 110, 112, 155, 156, 167, 196, 231, 262, 326, 327, 342, 351, 360, 362, 369, 372, 379]",0.4489795918367347,"[74, 88, 342, 327, 372, 33, 25, 196, 231, 61, 59, 167, 156, 110, 112, 369, 362, 379, 102, 351, 155, 360, 326, 262]",0.3877551020408163
2026-03-10 18:15:40.208730,6,long_to_short,"[7, 59, 156, 215, 221, 279]",0.4897959183673469,"[221, 279, 215, 156, 59, 7]",0.5306122448979592
2026-03-10 18:15:42.591942,12,long_to_short,"[0, 22, 55, 76, 181, 220, 226, 254, 266, 295, 301, 376]",0.6326530612244898,"[301, 55, 295, 22, 0, 266, 254, 376, 76, 181, 220, 226]",0.4897959183673469
2026-03-10 18:15:42.812407,16,long_to_short,"[28, 29, 36, 40, 66, 76, 83, 111, 122, 138, 167, 185, 201, 265, 301, 321]",0.4693877551020408,"[321, 301, 265, 36, 201, 29, 122, 185, 40, 167, 66, 76, 138, 111, 83, 28]",0.4897959183673469
2026-03-10 18:15:43.167941,8,long_to_short,"[83, 182, 190, 203, 221, 249, 367, 378]",0.4693877551020408,"[249, 221, 182, 367, 378, 83, 203, 190]",0.3877551020408163
2026-03-10 18:15:43.272460,10,long_to_short,"[10, 55, 102, 118, 120, 129, 148, 321, 340, 381]",0.4285714285714285,"[321, 120, 55, 148, 340, 102, 10, 129, 118, 381]",0.4489795918367347
2026-03-10 18:15:45.990022,20,long_to_short,"[46, 50, 52, 69, 70, 97, 120, 168, 208, 209, 233, 244, 253, 256, 287, 296, 305, 337, 339, 345]",0.4693877551020408,"[120, 305, 233, 339, 70, 337, 209, 345, 46, 50, 52, 208, 256, 244, 168, 97, 287, 69, 296, 253]",0.3673469387755102
2026-03-10 18:15:46.598535,24,long_to_short,"[25, 33, 59, 61, 74, 88, 102, 110, 112, 155, 156, 167, 196, 231, 262, 326, 327, 342, 351, 360, 362, 369, 372, 379]",0.4489795918367347,"[262, 326, 360, 155, 351, 102, 379, 362, 369, 112, 110, 156, 167, 59, 61, 231, 196, 25, 33, 372, 327, 342, 88, 74]",0.3673469387755102
